Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Fuel_Efficiency_km_per_liter,Delay_Probability,Actual_Delay,Risk_Level,Recommended_Action
92.53,39.5,23.11,28.92,38.47,18.5,Rain,Medium,19,3,77.38,4.003894418000866,0.4409518148627849,0,MEDIUM,Monitor trip
44.79,29.28,18.48,34.75,32.74,14.68,Heavy_Rain,Low,9,4,73.51,2.4237012987012987,0.47479123225049763,0,MEDIUM,Monitor trip
128.18,33.73,32.35,31.98,18.35,24.63,Heavy_Rain,Medium,3,0,85.16,3.962287480680062,0.7970353660511321,0,CRITICAL,Critical monitoring - Heavy rain risk
55.66,34.06,16.3,37.22,31.55,16.55,Rain,Medium,1,4,95.83,3.414723926380368,0.32811354004363436,0,MEDIUM,Monitor trip
69.07,20.75,22.13,26.15,40.73,18.53,Heavy_Rain,Medium,4,3,79.64,3.1211025756891098,0.6676185170339233,1,HIGH,Increase trip monitoring
49.02,37.44,16.37,44.99,51.54,22.48,Clear,Medium,2,1,84.69,2.994502138057422,0.3046086302017312,0,MEDIUM,Monitor trip
26.18,35.76,11.89,29.31,41.29,30.46,Rain,Medium,13,1,78.1,2.2018502943650127,0.40777353893189705,1,MEDIUM,Monitor trip
141.75,17.43,27.52,37.09,19.35,36.91,Clear,High,17,3,81.44,5.1507994186046515,0.482056346947867,1,MEDIUM,Monitor trip
128.73,26.21,27.31,38.99,42.03,21.49,Rain,High,4,1,80.51,4.713658000732332,0.5435255384866715,1,HIGH,Increase trip monitoring
149.43,26.58,29.87,65.89,39.19,18.28,Clear,Low,17,4,68.7,5.0026782725142285,0.21606358249487245,0,LOW,Normal operation
144.79,29.03,34.28,51.54,43.7,22.28,Cloudy,Low,3,2,75.94,4.223745624270712,0.3504449187249533,0,MEDIUM,Monitor trip
50.15,19.29,11.22,52.93,50.75,19.79,Cloudy,Low,10,4,72.16,4.46969696969697,0.3069690232901264,0,MEDIUM,Monitor trip
74.21,26.83,16.81,54.24,46.12,32.05,Rain,Low,12,2,74.81,4.414634146341464,0.3145818380646321,1,MEDIUM,Monitor trip
51.64,37.12,17.23,40.2,45.97,31.36,Cloudy,Medium,5,3,76.78,2.9970980847359256,0.3348698124784979,0,MEDIUM,Monitor trip
136.03,16.85,24.14,45.63,39.23,31.03,Clear,Medium,10,4,79.63,5.635045567522783,0.25090412634737247,0,LOW,Normal operation
105.15,28.11,24.09,44.56,18.97,27.43,Rain,Medium,9,1,80.82,4.364881693648817,0.41739899367238986,0,MEDIUM,Monitor trip
34.45,26.45,16.86,30.4,45.76,21.01,Rain,High,18,3,69.37,2.0432977461447215,0.5604053904082567,1,HIGH,Increase trip monitoring
126.31,27.69,26.63,20.0,23.02,27.02,Rain,High,3,0,90.91,4.74314682688697,0.7623380880793227,1,CRITICAL,Critical monitoring - High traffic
134.62,28.24,26.58,50.92,37.12,26.34,Clear,Medium,6,5,73.45,5.064710308502634,0.4633702171397574,0,MEDIUM,Monitor trip
144.62,31.22,33.46,70.0,51.03,22.21,Clear,Low,4,2,90.1,4.322175732217573,0.20634041350322746,1,LOW,Normal operation
89.06,20.62,22.37,29.23,34.06,16.74,Clear,High,16,2,96.34,3.9812248547161375,0.3683767463843452,0,MEDIUM,Monitor trip
122.89,16.82,26.12,28.33,29.68,29.91,Rain,High,20,3,84.22,4.704823889739663,0.6194939941882023,1,HIGH,Increase trip monitoring
20.87,22.42,10.17,52.49,34.22,25.54,Clear,Low,14,4,92.15,2.0521140609636186,0.1592876145806186,0,LOW,Normal operation
72.47,35.56,22.69,42.23,34.22,18.94,Cloudy,Medium,4,1,81.5,3.1939180255619215,0.21735900136488567,0,LOW,Normal operation
101.21,34.33,23.07,64.98,30.99,23.28,Clear,Low,19,1,76.63,4.387082791504118,0.17981406812433834,0,LOW,Normal operation
93.75,26.12,21.29,57.03,33.94,27.22,Clear,Medium,2,1,75.04,4.4034758102395495,0.1786475525093521,0,LOW,Normal operation
92.55,19.44,16.74,56.24,33.71,23.4,Clear,Low,2,4,89.44,5.528673835125448,0.1628372746899784,0,LOW,Normal operation
24.82,15.27,5.07,55.02,45.31,24.48,Cloudy,Low,18,4,77.41,4.895463510848126,0.3615667558339795,0,MEDIUM,Monitor trip
43.26,15.97,12.55,55.2,32.77,27.06,Clear,Low,11,5,66.03,3.4470119521912346,0.18079086561767083,0,LOW,Normal operation
20.09,25.72,5.0,47.08,37.17,19.12,Rain,Low,13,3,80.21,4.018,0.22167078808592308,0,LOW,Normal operation
109.24,19.82,28.34,29.16,53.26,29.37,Rain,Medium,6,6,85.67,3.854622441778405,0.7798098956824693,1,CRITICAL,Critical monitoring - Low vehicle speed
62.67,15.74,15.2,56.93,19.55,20.72,Cloudy,Low,7,0,88.07,4.123026315789474,0.1924689560196812,0,LOW,Normal operation
108.62,35.85,26.48,46.08,41.41,24.44,Clear,Low,15,5,86.59,4.101963746223565,0.33210255151036433,0,MEDIUM,Monitor trip
106.54,29.07,25.0,45.47,24.72,20.84,Clear,Medium,6,5,85.06,4.2616000000000005,0.41442305951374897,0,MEDIUM,Monitor trip
71.79,25.72,14.7,47.0,36.26,17.8,Rain,Low,2,2,70.22,4.883673469387756,0.31630030582141233,0,MEDIUM,Monitor trip
24.87,22.78,7.37,66.04,46.36,22.74,Clear,Low,5,3,89.1,3.37449118046133,0.21567899050265343,0,LOW,Normal operation
47.76,25.88,13.1,52.03,25.76,24.19,Cloudy,Low,16,3,65.44,3.645801526717557,0.18100694517816093,0,LOW,Normal operation
35.36,34.65,17.95,28.98,40.51,20.61,Heavy_Rain,Medium,12,2,78.4,1.9699164345403901,0.5775056917661879,1,HIGH,Increase trip monitoring
70.62,23.7,15.95,57.71,31.18,26.25,Clear,Low,15,4,87.13,4.427586206896552,0.14323369602067149,0,LOW,Normal operation
140.2,28.17,26.28,47.6,31.44,22.03,Cloudy,Medium,14,1,76.26,5.334855403348554,0.29141205735023074,0,LOW,Normal operation
102.46,26.76,24.51,41.68,41.8,27.56,Rain,Low,14,2,82.11,4.180334557323541,0.3599066664499868,1,MEDIUM,Monitor trip
89.36,23.35,18.82,47.99,29.36,24.16,Cloudy,Low,14,3,84.88,4.748140276301807,0.1736190749862805,0,LOW,Normal operation
35.12,38.65,16.83,61.51,42.84,20.54,Clear,Low,2,5,88.64,2.0867498514557337,0.2511911756156874,0,LOW,Normal operation
87.03,23.51,22.17,39.84,42.4,21.99,Heavy_Rain,Low,2,5,81.55,3.925575101488498,0.5293662771074026,1,HIGH,Increase trip monitoring
39.51,35.78,17.34,34.97,33.42,25.91,Heavy_Rain,Low,11,3,89.15,2.278546712802768,0.4275006943876591,1,MEDIUM,Monitor trip
24.48,24.85,9.7,59.07,31.45,25.07,Clear,Low,4,2,77.24,2.523711340206186,0.13244534661350643,0,LOW,Normal operation
139.98,37.99,29.89,45.21,41.15,26.21,Rain,High,19,5,91.62,4.68317162930746,0.5862618641196072,0,HIGH,Increase trip monitoring
98.45,35.02,23.66,52.18,23.18,27.67,Rain,Low,1,0,86.79,4.161031276415892,0.3042198365674118,1,MEDIUM,Monitor trip
99.61,37.07,22.55,38.92,34.96,27.43,Cloudy,High,10,4,79.25,4.417294900221729,0.42563359301696063,0,MEDIUM,Monitor trip
144.02,36.13,36.23,46.26,33.54,29.18,Cloudy,Low,1,5,94.23,3.9751587082528297,0.3615713860782228,0,MEDIUM,Monitor trip
68.06,15.17,10.71,44.61,27.83,22.1,Cloudy,Medium,20,4,87.98,6.354808590102707,0.20977239828375785,1,LOW,Normal operation
87.85,29.94,23.6,28.52,37.89,32.49,Rain,Medium,7,5,79.55,3.7224576271186436,0.4233333502143486,1,MEDIUM,Monitor trip
80.83,32.39,18.3,53.85,52.8,23.32,Clear,Low,19,3,71.46,4.416939890710382,0.22928022255132924,0,LOW,Normal operation
68.53,17.56,14.87,43.24,43.0,28.69,Clear,Low,8,2,80.83,4.608607935440484,0.1560313722523976,0,LOW,Normal operation
34.81,34.46,15.21,38.39,37.42,20.54,Heavy_Rain,Medium,13,3,81.28,2.2886259040105195,0.3669520022808762,1,MEDIUM,Monitor trip
134.05,15.77,26.63,48.92,30.8,17.91,Clear,Low,5,5,90.17,5.033796470146452,0.2883833393705158,1,LOW,Normal operation
125.32,21.92,28.45,52.6,35.54,29.5,Clear,Low,3,5,81.88,4.404920913884007,0.30910179762341383,0,MEDIUM,Monitor trip
23.43,18.24,6.92,34.72,30.94,13.82,Rain,Medium,12,4,79.98,3.3858381502890174,0.40514064981156406,1,MEDIUM,Monitor trip
33.03,31.63,12.07,30.52,47.41,24.48,Rain,High,16,1,79.14,2.736536868268434,0.540236143782841,0,HIGH,Increase trip monitoring
47.84,22.07,15.67,22.75,40.66,26.76,Rain,High,12,2,90.97,3.0529674537332485,0.5302904006433218,1,HIGH,Increase trip monitoring
103.15,22.6,19.63,24.56,45.66,25.15,Clear,High,20,6,79.19,5.254712175241977,0.656872831208979,1,HIGH,Increase trip monitoring
51.66,17.53,12.28,47.31,31.14,20.59,Clear,Medium,5,1,67.92,4.206840390879479,0.22425831831628845,0,LOW,Normal operation
55.45,35.75,18.03,47.67,26.01,21.26,Cloudy,Medium,17,1,91.09,3.0754298391569606,0.2144673336282557,0,LOW,Normal operation
65.36,18.08,9.5,42.64,34.96,23.41,Rain,Low,19,2,74.37,6.88,0.22993121036191982,0,LOW,Normal operation
106.46,35.71,27.26,29.13,43.07,34.52,Clear,High,3,6,71.95,3.9053558327219364,0.8403040768599429,1,CRITICAL,Critical monitoring - High traffic
83.31,18.22,18.7,21.61,28.57,34.64,Rain,High,7,5,73.67,4.455080213903743,0.7158949471957035,0,CRITICAL,Critical monitoring - High traffic
99.38,32.31,27.13,41.62,23.62,16.14,Clear,Medium,16,4,82.07,3.6631035753778107,0.17952823082394254,0,LOW,Normal operation
94.26,30.81,19.45,43.58,43.88,21.13,Clear,Medium,14,3,71.36,4.846272493573265,0.20680655359099218,0,LOW,Normal operation
36.87,38.88,14.17,50.9,38.57,33.38,Clear,Low,15,1,66.83,2.60197600564573,0.10553928554683871,0,LOW,Normal operation
105.33,25.95,24.02,53.97,23.92,21.78,Clear,Medium,1,1,73.2,4.385095753538717,0.3881240844988513,0,MEDIUM,Monitor trip
139.62,35.83,33.92,20.0,43.75,19.18,Heavy_Rain,High,5,6,89.7,4.116155660377358,0.8529003249997015,1,CRITICAL,Critical monitoring - Heavy rain risk
134.37,20.35,26.84,57.57,31.35,24.96,Cloudy,Medium,9,5,73.63,5.006333830104322,0.4765211154913255,1,MEDIUM,Monitor trip
27.14,35.56,11.22,60.09,33.75,28.68,Clear,Low,10,5,72.43,2.4188948306595366,0.24696689323410426,0,LOW,Normal operation
67.64,25.96,14.92,37.67,32.03,22.03,Clear,High,1,4,80.55,4.533512064343164,0.3172174860355639,0,MEDIUM,Monitor trip
134.26,15.48,25.34,48.4,42.0,18.35,Clear,Medium,12,1,87.48,5.2983425414364635,0.3014247627548483,0,MEDIUM,Monitor trip
83.84,30.87,20.09,37.92,25.09,30.02,Cloudy,Low,9,2,90.81,4.173220507715281,0.20759514441958257,0,LOW,Normal operation
114.11,29.97,28.77,56.11,36.21,23.75,Clear,Low,14,2,89.69,3.9662843239485577,0.1853793089506793,1,LOW,Normal operation
109.04,31.45,29.51,34.23,38.48,34.05,Cloudy,High,12,2,73.33,3.6950186377499152,0.6204013344383197,1,HIGH,Increase trip monitoring
104.0,33.78,26.45,43.94,28.71,27.66,Cloudy,Medium,14,2,88.06,3.9319470699432895,0.291233394403631,1,LOW,Normal operation
107.9,31.4,27.24,40.67,39.97,31.72,Clear,Medium,8,1,80.18,3.9610866372980915,0.2901327319840621,0,LOW,Normal operation
116.5,20.61,26.25,33.86,37.37,27.21,Cloudy,Low,11,2,69.3,4.438095238095238,0.45987902260861546,1,MEDIUM,Monitor trip
68.92,23.28,16.7,51.46,52.2,17.45,Clear,Medium,5,3,88.49,4.126946107784431,0.3183643423524848,0,MEDIUM,Monitor trip
31.79,15.86,12.02,44.37,38.03,29.57,Clear,High,5,1,75.06,2.6447587354409317,0.29592902189794684,0,LOW,Normal operation
57.19,27.9,18.91,29.26,31.66,28.07,Clear,High,17,1,88.89,3.02432575356954,0.4033129050433882,0,MEDIUM,Monitor trip
75.09,37.01,21.77,38.25,15.0,21.98,Rain,Medium,14,1,87.64,3.4492420762517226,0.3079381782779407,1,MEDIUM,Monitor trip
104.74,21.74,18.21,41.02,40.16,22.62,Rain,Medium,18,3,75.56,5.751784733662822,0.41247236078437594,0,MEDIUM,Monitor trip
63.33,16.87,15.67,46.65,19.04,23.93,Cloudy,High,6,4,74.03,4.0414805360561585,0.3663435021650478,0,MEDIUM,Monitor trip
140.76,17.01,25.03,55.41,40.6,26.73,Clear,Low,13,5,71.23,5.62365161805833,0.3797642253601858,0,MEDIUM,Monitor trip
43.17,21.38,14.59,42.17,26.07,21.48,Clear,Medium,13,5,93.5,2.9588759424263196,0.30125133747254845,0,MEDIUM,Monitor trip
51.23,20.59,8.98,58.07,42.09,35.19,Clear,Low,7,1,78.16,5.70489977728285,0.14572215217817838,1,LOW,Normal operation
39.76,20.95,8.64,44.91,33.0,31.65,Rain,Low,9,2,91.75,4.601851851851851,0.24646816841323704,0,LOW,Normal operation
141.19,15.21,29.01,43.89,24.85,30.56,Clear,Medium,16,3,92.97,4.866942433643571,0.3195713628317251,0,MEDIUM,Monitor trip
68.2,36.44,19.22,39.33,23.57,27.92,Clear,Medium,16,7,98.49,3.548387096774194,0.3162090898186861,0,MEDIUM,Monitor trip
132.44,18.68,22.63,52.78,30.84,29.46,Clear,Medium,6,0,76.44,5.852408307556341,0.2563481675638652,0,LOW,Normal operation
101.02,26.6,22.02,65.72,29.87,25.2,Clear,Medium,2,3,84.35,4.587647593097184,0.28446394052631785,0,LOW,Normal operation
62.73,19.22,10.01,49.47,29.27,32.16,Clear,Medium,6,1,85.36,6.266733266733267,0.16531244036378895,0,LOW,Normal operation
73.82,23.9,22.85,44.25,36.43,20.41,Clear,Medium,19,1,68.63,3.2306345733041573,0.2064132567263108,1,LOW,Normal operation
102.4,39.74,25.97,27.87,23.36,24.67,Cloudy,High,15,5,84.31,3.9430111667308436,0.6967248043242094,1,HIGH,Increase trip monitoring
40.46,24.89,15.16,33.67,37.07,28.12,Heavy_Rain,Low,12,3,73.4,2.6688654353562007,0.5134857313477599,0,HIGH,Increase trip monitoring
135.05,31.7,27.31,52.08,39.01,20.95,Clear,Low,9,3,84.66,4.945075064079092,0.22110593380791663,1,LOW,Normal operation
84.23,16.1,16.82,38.13,44.18,27.14,Rain,Low,20,3,86.75,5.007728894173603,0.30740686122529287,0,MEDIUM,Monitor trip
47.65,31.73,14.3,30.35,18.65,30.05,Rain,Low,11,4,86.07,3.332167832167832,0.3447752434203201,1,MEDIUM,Monitor trip
29.01,20.99,9.04,52.9,35.84,25.66,Cloudy,Low,11,6,74.75,3.2090707964601775,0.2931239591274237,1,LOW,Normal operation
65.17,27.39,15.61,37.58,39.47,25.95,Rain,Medium,16,0,86.35,4.174887892376682,0.34013928613428857,0,MEDIUM,Monitor trip
75.56,36.13,22.27,59.31,40.82,29.63,Clear,Medium,20,3,87.24,3.3929052537045354,0.17218874100551188,0,LOW,Normal operation
148.13,38.55,34.42,51.52,26.3,20.75,Clear,Low,18,5,80.75,4.303602556653108,0.19551696492010495,0,LOW,Normal operation
113.41,34.07,26.49,54.56,37.09,17.99,Clear,Medium,9,3,74.77,4.281238203095508,0.2851164237611869,0,LOW,Normal operation
119.64,38.8,33.13,39.33,22.89,16.57,Heavy_Rain,Low,14,3,76.97,3.6112284938122543,0.3834279993285648,1,MEDIUM,Monitor trip
98.17,29.86,24.6,33.25,43.68,25.96,Rain,High,7,9,76.44,3.9906504065040647,0.6471879459424882,1,HIGH,Increase trip monitoring
99.1,33.49,17.77,66.31,28.86,27.3,Clear,Low,14,3,81.38,5.576814856499719,0.1254194491011208,0,LOW,Normal operation
56.87,28.01,19.06,20.0,29.98,16.39,Rain,High,9,3,84.52,2.983735571878279,0.533097078590693,0,HIGH,Increase trip monitoring
111.05,33.92,24.06,43.1,34.71,30.49,Cloudy,Low,20,1,87.96,4.615544472152951,0.2177595946140701,0,LOW,Normal operation
37.77,21.02,11.87,45.11,43.92,21.59,Clear,High,19,1,71.33,3.1819713563605734,0.28099536416429644,1,LOW,Normal operation
126.83,20.92,26.95,31.31,39.53,23.39,Heavy_Rain,Medium,15,5,82.09,4.706122448979592,0.789267162930512,0,CRITICAL,Critical monitoring - Heavy rain risk
33.3,30.63,12.68,38.28,53.9,21.2,Heavy_Rain,Low,15,2,73.6,2.626182965299684,0.3595970973541825,1,MEDIUM,Monitor trip
31.24,32.89,16.29,20.0,22.15,30.13,Heavy_Rain,High,17,1,83.78,1.9177409453652547,0.6479359248087494,1,HIGH,Increase trip monitoring
25.62,15.56,8.76,45.89,37.33,23.33,Clear,High,15,5,87.73,2.9246575342465757,0.324524838325622,0,MEDIUM,Monitor trip
146.09,32.34,30.42,55.31,43.81,28.58,Clear,Low,11,2,93.96,4.802432610124917,0.21903949840240877,0,LOW,Normal operation
131.22,22.2,24.13,49.94,31.16,30.13,Clear,Low,6,6,65.03,5.438043928719437,0.3443365335268673,0,MEDIUM,Monitor trip
101.76,19.39,23.8,55.23,36.67,40.0,Cloudy,Low,14,4,78.24,4.27563025210084,0.2060120440968615,0,LOW,Normal operation
131.59,37.64,28.46,47.78,37.93,32.95,Cloudy,Low,3,4,78.22,4.623682361208714,0.30877196940181895,0,MEDIUM,Monitor trip
76.18,21.56,17.33,31.98,30.38,30.65,Clear,Medium,7,3,80.9,4.395845354875939,0.3059980872163911,0,MEDIUM,Monitor trip
140.81,24.93,29.73,42.16,32.9,24.04,Clear,High,3,5,82.0,4.736293306424487,0.5391939852793576,1,HIGH,Increase trip monitoring
92.25,31.4,19.59,39.84,33.38,31.31,Cloudy,Medium,1,4,79.05,4.7090352220520675,0.27047151683502896,0,LOW,Normal operation
71.17,18.9,19.05,22.9,35.85,16.72,Heavy_Rain,Medium,9,7,67.4,3.7359580052493437,0.7147008340725601,0,CRITICAL,Critical monitoring - Heavy rain risk
86.09,22.63,15.93,44.97,36.8,24.15,Rain,Low,6,2,88.84,5.404268675455117,0.25534274710069194,0,LOW,Normal operation
82.2,34.92,20.41,56.28,28.37,26.14,Clear,Low,6,5,87.14,4.027437530622244,0.21926902413726557,0,LOW,Normal operation
55.12,26.56,16.95,58.9,42.05,21.83,Clear,Medium,2,4,75.47,3.2519174041297934,0.1858714236480857,1,LOW,Normal operation
24.71,29.33,10.1,54.46,29.66,23.62,Clear,Medium,19,2,78.22,2.4465346534653465,0.1839950425069608,1,LOW,Normal operation
61.99,22.44,18.38,34.44,36.62,32.38,Cloudy,Medium,15,5,88.86,3.3726877040261156,0.380822212899201,0,MEDIUM,Monitor trip
97.21,39.86,24.93,23.75,39.52,32.38,Rain,High,10,2,73.63,3.8993180906538307,0.5518958369720736,0,HIGH,Increase trip monitoring
47.64,23.99,11.27,36.81,23.03,23.7,Clear,High,17,3,90.97,4.2271517302573205,0.3670004369013669,1,MEDIUM,Monitor trip
80.66,21.95,17.45,48.88,32.85,22.12,Cloudy,Low,16,1,82.63,4.622349570200573,0.17659141356571093,0,LOW,Normal operation
55.06,15.18,14.62,20.0,40.19,16.25,Heavy_Rain,Medium,13,3,68.34,3.766073871409029,0.7447822008396034,1,CRITICAL,Critical monitoring - Heavy rain risk
36.12,31.88,11.44,40.17,27.38,24.95,Clear,Medium,1,2,81.39,3.157342657342657,0.237653334140898,0,LOW,Normal operation
128.95,18.37,26.94,36.93,29.75,28.96,Rain,Low,13,3,84.14,4.78656273199703,0.41274718615691613,0,MEDIUM,Monitor trip
31.32,23.47,10.3,34.2,40.46,19.67,Rain,Low,4,1,88.04,3.040776699029126,0.3712572356096372,0,MEDIUM,Monitor trip
64.77,39.86,19.47,49.44,46.59,24.13,Clear,Medium,14,4,97.35,3.3266563944530048,0.31951416132298277,1,MEDIUM,Monitor trip
88.94,33.92,23.36,39.01,43.03,20.65,Cloudy,High,15,1,86.28,3.8073630136986303,0.3417242106512522,1,MEDIUM,Monitor trip
148.29,35.13,31.67,56.55,24.91,30.74,Clear,Low,13,4,84.35,4.68234922639722,0.15802845845676883,0,LOW,Normal operation
25.04,22.7,7.28,52.43,26.13,27.03,Clear,Medium,9,6,81.8,3.4395604395604393,0.2507330207516631,0,LOW,Normal operation
70.04,27.53,16.57,52.76,38.69,23.24,Clear,High,10,9,80.23,4.226916113458057,0.390320688821798,1,MEDIUM,Monitor trip
32.32,31.32,17.39,20.0,48.93,21.01,Rain,High,13,1,73.85,1.858539390454284,0.5433261106337336,1,HIGH,Increase trip monitoring
109.67,16.65,26.24,23.82,34.02,30.13,Rain,High,8,4,88.3,4.179496951219512,0.6552687627448988,1,HIGH,Increase trip monitoring
55.17,35.21,16.17,55.6,40.59,21.67,Clear,Medium,2,4,77.57,3.411873840445269,0.1628809700142218,0,LOW,Normal operation
96.78,36.31,25.57,28.63,33.81,31.63,Rain,Medium,10,3,80.45,3.784904184591318,0.31500531500360873,1,MEDIUM,Monitor trip
59.76,33.21,18.23,29.47,44.69,23.66,Rain,High,13,3,71.95,3.2781130005485464,0.5220667868568756,1,HIGH,Increase trip monitoring
37.11,26.89,15.0,40.14,42.52,27.18,Heavy_Rain,Medium,5,3,78.65,2.4739999999999998,0.41175098423810763,1,MEDIUM,Monitor trip
84.79,29.55,19.93,55.8,31.68,22.95,Clear,Low,2,3,75.13,4.254390366281988,0.13385913992134746,0,LOW,Normal operation
21.69,22.55,9.69,52.98,21.09,26.53,Clear,Low,12,3,76.23,2.238390092879257,0.12817677678071848,1,LOW,Normal operation
129.47,19.78,25.02,43.17,30.26,24.31,Rain,Low,4,2,81.33,5.174660271782574,0.34338647978636977,1,MEDIUM,Monitor trip
122.54,25.72,24.7,55.51,29.12,32.88,Clear,Low,20,4,89.6,4.961133603238867,0.19740571576748744,0,LOW,Normal operation
146.14,16.02,25.81,40.42,32.14,34.91,Rain,Low,10,4,84.26,5.662146454862456,0.42828453237978276,1,MEDIUM,Monitor trip
89.36,25.93,21.17,35.42,36.6,12.66,Clear,High,17,1,70.74,4.2210675484175715,0.2996205973430122,0,LOW,Normal operation
68.2,16.71,17.02,33.07,60.0,16.21,Clear,Medium,6,1,81.65,4.00705052878966,0.6618371382118575,0,HIGH,Increase trip monitoring
52.38,38.43,20.21,35.59,34.5,28.84,Cloudy,Medium,17,2,83.94,2.591786244433449,0.27739037082884127,0,LOW,Normal operation
57.11,16.72,13.63,35.53,30.48,24.08,Clear,High,15,3,78.49,4.19002201027146,0.316703526604655,1,MEDIUM,Monitor trip
57.06,35.04,19.79,28.57,28.41,18.18,Heavy_Rain,High,10,5,84.92,2.8832743810005055,0.6865163875259273,1,HIGH,Increase trip monitoring
115.85,35.2,24.03,57.36,38.48,23.43,Clear,Low,3,1,73.73,4.821057012068247,0.23498294592990154,0,LOW,Normal operation
133.43,15.01,25.02,38.33,26.44,21.92,Rain,Medium,10,2,82.3,5.332933653077538,0.5119788753783594,1,HIGH,Increase trip monitoring
110.22,30.8,23.45,41.08,35.72,10.0,Heavy_Rain,Low,4,5,77.57,4.700213219616205,0.5050315115573074,1,HIGH,Increase trip monitoring
38.01,27.09,13.52,37.31,43.43,28.42,Heavy_Rain,Medium,1,4,71.94,2.8113905325443787,0.46324116649252023,1,MEDIUM,Monitor trip
86.96,19.4,19.14,20.0,35.9,21.88,Heavy_Rain,High,9,2,76.0,4.543364681295715,0.6616337419845043,1,HIGH,Increase trip monitoring
68.79,33.72,19.66,57.37,39.59,25.67,Clear,Medium,12,1,78.58,3.498982706002035,0.17117089178177836,0,LOW,Normal operation
44.71,24.16,12.35,47.32,49.81,22.84,Cloudy,Medium,8,4,85.22,3.6202429149797575,0.3219689320413543,0,MEDIUM,Monitor trip
86.94,34.55,27.06,45.29,37.16,16.24,Heavy_Rain,Low,13,1,94.67,3.212860310421286,0.3587128590014492,0,MEDIUM,Monitor trip
106.82,38.88,28.26,53.61,26.41,21.28,Cloudy,Medium,19,5,81.36,3.7799009200283082,0.4524680344666505,1,MEDIUM,Monitor trip
20.71,34.47,12.77,32.42,37.73,27.01,Rain,Medium,13,2,72.44,1.6217697729052467,0.333947827120965,0,MEDIUM,Monitor trip
138.65,21.82,28.48,48.86,39.62,20.82,Clear,Medium,4,3,81.85,4.868328651685394,0.33933676890777853,0,MEDIUM,Monitor trip
39.96,16.27,11.25,52.79,32.18,29.96,Clear,Low,20,4,73.08,3.552,0.13547208045157322,0,LOW,Normal operation
136.35,25.95,27.34,40.26,33.6,33.58,Clear,High,2,4,81.12,4.987198244330651,0.4262211763949919,0,MEDIUM,Monitor trip
118.41,15.21,22.86,39.18,29.44,23.15,Heavy_Rain,Medium,11,3,77.43,5.179790026246719,0.47537619694480776,1,MEDIUM,Monitor trip
46.05,23.87,19.52,21.87,37.66,16.52,Heavy_Rain,High,15,2,89.57,2.3591188524590163,0.69564681681996,0,HIGH,Increase trip monitoring
97.28,28.32,20.77,59.4,42.2,30.6,Cloudy,Medium,14,1,88.69,4.683678382282138,0.1678357806908975,0,LOW,Normal operation
80.99,38.02,20.42,58.92,29.91,23.67,Clear,Low,4,1,70.79,3.966209598432908,0.12993777456954042,0,LOW,Normal operation
61.05,35.32,19.35,40.36,18.69,17.04,Clear,Medium,19,1,82.2,3.1550387596899223,0.1968207066807559,0,LOW,Normal operation
130.58,20.55,26.44,47.86,50.32,20.34,Cloudy,Low,2,2,79.5,4.938729198184569,0.50383520825954,1,HIGH,Increase trip monitoring
129.61,25.74,22.26,50.71,20.25,23.13,Cloudy,Low,18,4,95.35,5.822551662174304,0.2988012092295936,0,LOW,Normal operation
135.27,21.63,21.42,52.62,38.46,28.09,Cloudy,Low,19,1,85.32,6.315126050420168,0.2844388764715643,0,LOW,Normal operation
81.03,19.92,14.18,37.41,27.77,30.19,Clear,High,17,4,77.19,5.714386459802539,0.26290136075157733,0,LOW,Normal operation
50.23,28.53,12.33,37.39,31.96,30.76,Clear,Medium,18,2,82.74,4.073803730738037,0.18847183172254783,0,LOW,Normal operation
117.67,18.5,22.56,49.71,27.31,16.83,Clear,Medium,8,2,87.16,5.215868794326242,0.3457538052253092,0,MEDIUM,Monitor trip
76.0,28.13,20.38,39.91,47.26,27.2,Cloudy,Medium,9,2,79.37,3.729146221786065,0.2889509984013818,0,LOW,Normal operation
83.42,32.1,18.62,49.38,34.89,20.32,Clear,Medium,5,2,82.81,4.480128893662728,0.20438553441792337,1,LOW,Normal operation
70.32,19.96,17.87,22.9,40.59,30.9,Rain,Medium,2,2,85.12,3.935086737548964,0.5431419337046384,1,HIGH,Increase trip monitoring
41.89,21.55,8.68,20.0,53.89,20.13,Rain,High,12,2,80.64,4.8260368663594475,0.7529883950243231,1,CRITICAL,Critical monitoring - High traffic
98.56,26.0,22.5,43.58,27.48,17.75,Clear,Medium,19,4,77.92,4.380444444444445,0.21595304427323592,0,LOW,Normal operation
136.9,35.15,33.28,29.21,17.4,25.95,Rain,High,18,0,80.55,4.113581730769231,0.592893484144232,1,HIGH,Increase trip monitoring
129.89,36.88,24.93,57.37,23.33,29.95,Clear,Low,1,1,95.19,5.210188527878058,0.2662061300317501,0,LOW,Normal operation
62.5,15.33,14.99,26.62,27.76,25.96,Cloudy,High,1,3,77.66,4.169446297531688,0.4863352533943757,0,MEDIUM,Monitor trip
65.81,36.74,18.91,39.89,25.74,27.15,Clear,High,2,0,79.27,3.4801692226335272,0.3390783180420501,0,MEDIUM,Monitor trip
