Trip_ID,Truck_ID,Driver_ID,Date,Mine,Destination,Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Delay,Fuel_Efficiency_km_per_liter,Loading_Time_Group,Experience_Group
TRIP-00585,TRK-036,DRV-008,2026-06-01,Mine_C,Power_Plant_B,119.87,36.33,26.61,41.36,28.09,28.74,Clear,High,12,2,88.2,0,4.504697482149568,Under 30 min,8-12 years
TRIP-04170,TRK-088,DRV-104,2026-06-01,Mine_C,Power_Plant_A,140.41,35.4,28.77,42.54,44.67,23.36,Clear,Medium,13,5,91.04,1,4.880431004518596,40-50 min,13-20 years
TRIP-08074,TRK-011,DRV-183,2026-06-01,Mine_B,Railway_Yard_A,122.18,34.5,26.45,48.71,23.71,10.0,Cloudy,Low,10,5,84.03,0,4.619281663516069,Under 30 min,8-12 years
TRIP-08903,TRK-059,DRV-086,2026-06-01,Mine_D,Railway_Yard_A,146.52,39.13,31.95,41.46,26.89,21.73,Clear,Medium,5,6,77.05,1,4.585915492957747,Under 30 min,4-7 years
TRIP-03188,TRK-086,DRV-011,2026-06-01,Mine_B,Railway_Yard_A,125.24,38.01,29.83,56.61,47.9,26.41,Clear,Low,17,4,85.01,0,4.198457928260141,40-50 min,13-20 years
TRIP-05641,TRK-094,DRV-111,2026-06-01,Mine_D,Railway_Yard_B,70.44,19.15,18.93,21.04,29.6,25.37,Rain,Medium,12,3,94.69,0,3.72107765451664,Under 30 min,8-12 years
TRIP-02248,TRK-008,DRV-071,2026-06-01,Mine_A,Power_Plant_B,84.84,39.8,21.74,55.19,39.37,23.38,Clear,Medium,9,6,84.68,0,3.9024839006439747,30-40 min,8-12 years
TRIP-03705,TRK-049,DRV-046,2026-06-01,Mine_B,Power_Plant_A,21.92,29.99,7.64,48.43,36.13,27.14,Cloudy,Low,15,7,87.19,0,2.869109947643979,30-40 min,13-20 years
TRIP-05149,TRK-066,DRV-071,2026-06-01,Mine_D,Railway_Yard_B,113.11,39.42,26.23,38.77,39.64,21.08,Rain,Low,11,5,71.98,1,4.312237895539458,30-40 min,8-12 years
TRIP-02579,TRK-033,DRV-035,2026-06-01,Mine_D,Power_Plant_A,101.0,15.86,21.96,43.28,38.38,24.57,Rain,Low,18,0,94.06,0,4.599271402550091,30-40 min,13-20 years
TRIP-02414,TRK-061,DRV-120,2026-06-02,Mine_D,Power_Plant_A,137.74,17.24,26.49,40.74,57.53,29.35,Clear,High,10,3,81.1,0,5.199697999244999,Over 50 min,8-12 years
TRIP-06309,TRK-059,DRV-163,2026-06-02,Mine_D,Power_Plant_A,34.77,27.52,10.46,39.88,15.0,22.28,Cloudy,Low,11,5,74.9,0,3.324091778202677,Under 30 min,8-12 years
TRIP-02810,TRK-044,DRV-120,2026-06-02,Mine_D,Railway_Yard_A,103.08,33.02,22.87,48.09,42.03,24.34,Cloudy,Medium,4,2,88.92,1,4.507214691735898,40-50 min,4-7 years
TRIP-03036,TRK-076,DRV-062,2026-06-02,Mine_A,Power_Plant_A,128.73,26.21,27.31,38.99,42.03,21.49,Rain,High,4,1,80.51,1,4.713658000732332,40-50 min,4-7 years
TRIP-04166,TRK-087,DRV-192,2026-06-02,Mine_C,Power_Plant_A,113.6,23.99,23.42,39.08,51.21,27.54,Cloudy,Medium,3,5,69.39,1,4.850555081127241,Over 50 min,1-3 years
TRIP-01038,TRK-006,DRV-014,2026-06-02,Mine_C,Railway_Yard_B,104.59,21.5,22.28,43.88,48.52,20.95,Rain,Low,8,3,63.94,1,4.694344703770198,40-50 min,8-12 years
TRIP-05516,TRK-084,DRV-022,2026-06-02,Mine_D,Power_Plant_A,132.75,24.43,27.84,52.98,26.83,19.38,Cloudy,Low,18,2,67.93,0,4.768318965517241,Under 30 min,13-20 years
TRIP-03106,TRK-100,DRV-042,2026-06-02,Mine_B,Railway_Yard_A,77.27,18.11,15.68,49.35,36.05,27.64,Clear,Medium,12,5,79.64,0,4.927933673469387,30-40 min,8-12 years
TRIP-01500,TRK-036,DRV-127,2026-06-02,Mine_A,Railway_Yard_B,147.3,24.87,29.4,41.11,42.14,20.74,Rain,Medium,15,3,84.56,1,5.010204081632653,40-50 min,13-20 years
TRIP-01742,TRK-025,DRV-200,2026-06-02,Mine_D,Railway_Yard_A,124.07,18.29,27.82,45.08,55.74,33.47,Clear,High,6,2,82.34,1,4.459741193386053,Over 50 min,4-7 years
TRIP-05189,TRK-045,DRV-139,2026-06-02,Mine_C,Railway_Yard_B,114.81,19.43,26.33,25.89,50.85,29.78,Heavy_Rain,Medium,16,3,86.63,0,4.360425370300038,Over 50 min,13-20 years
TRIP-01032,TRK-003,DRV-190,2026-06-02,Mine_B,Railway_Yard_A,41.63,25.86,11.28,25.62,27.58,25.28,Rain,High,4,7,80.05,1,3.690602836879433,Under 30 min,4-7 years
TRIP-09420,TRK-088,DRV-197,2026-06-02,Mine_D,Railway_Yard_A,148.09,32.57,30.04,35.68,24.01,23.1,Clear,High,14,2,81.42,0,4.9297603195739015,Under 30 min,13-20 years
TRIP-07466,TRK-030,DRV-110,2026-06-02,Mine_D,Power_Plant_B,58.66,34.45,18.49,45.73,37.14,30.32,Clear,High,2,2,74.95,0,3.1725256895619256,30-40 min,1-3 years
TRIP-06116,TRK-086,DRV-150,2026-06-02,Mine_C,Railway_Yard_A,52.08,26.73,13.28,38.35,28.18,18.04,Heavy_Rain,Low,8,2,68.16,0,3.9216867469879517,Under 30 min,8-12 years
TRIP-09243,TRK-071,DRV-192,2026-06-02,Mine_A,Power_Plant_B,97.56,31.87,23.77,40.65,41.28,29.34,Clear,Medium,10,8,84.31,0,4.104333193100547,40-50 min,8-12 years
TRIP-06719,TRK-090,DRV-098,2026-06-02,Mine_B,Power_Plant_B,147.79,18.69,27.98,62.27,39.1,21.83,Clear,Low,3,2,96.79,0,5.281987133666904,30-40 min,1-3 years
TRIP-03937,TRK-076,DRV-104,2026-06-02,Mine_D,Railway_Yard_B,147.69,26.89,29.61,51.14,28.6,24.76,Clear,Low,20,4,100.0,0,4.9878419452887535,Under 30 min,13-20 years
TRIP-09959,TRK-096,DRV-168,2026-06-02,Mine_A,Railway_Yard_B,110.14,25.71,23.59,54.9,35.03,22.42,Clear,Medium,5,1,86.5,0,4.668927511657482,30-40 min,4-7 years
TRIP-01658,TRK-018,DRV-150,2026-06-02,Mine_D,Railway_Yard_B,142.69,24.46,27.18,43.14,29.82,21.74,Clear,Medium,11,2,77.72,0,5.24981604120677,Under 30 min,8-12 years
TRIP-03635,TRK-045,DRV-172,2026-06-02,Mine_D,Railway_Yard_B,26.92,18.29,9.45,37.77,57.88,37.14,Cloudy,High,2,1,84.9,1,2.848677248677249,Over 50 min,1-3 years
TRIP-03175,TRK-037,DRV-026,2026-06-02,Mine_D,Railway_Yard_A,133.43,21.67,23.68,41.87,40.82,21.68,Rain,Low,9,4,88.26,0,5.634712837837839,40-50 min,8-12 years
TRIP-03587,TRK-013,DRV-044,2026-06-02,Mine_B,Railway_Yard_B,141.3,24.12,28.67,36.6,37.06,28.58,Cloudy,Low,14,2,93.46,0,4.92849668643181,30-40 min,13-20 years
TRIP-04537,TRK-062,DRV-141,2026-06-02,Mine_D,Power_Plant_B,31.83,28.07,9.53,43.83,32.73,24.0,Cloudy,Medium,15,4,81.2,0,3.339979013641133,30-40 min,13-20 years
TRIP-02805,TRK-088,DRV-117,2026-06-02,Mine_B,Railway_Yard_A,36.92,33.9,19.91,34.88,51.48,26.26,Rain,Medium,8,4,80.13,0,1.8543445504771472,Over 50 min,8-12 years
TRIP-01852,TRK-091,DRV-192,2026-06-02,Mine_B,Railway_Yard_A,61.78,36.17,21.28,32.3,29.14,28.94,Rain,High,2,3,76.84,1,2.9031954887218046,Under 30 min,1-3 years
TRIP-07021,TRK-045,DRV-198,2026-06-02,Mine_B,Railway_Yard_A,20.33,17.6,7.83,38.65,55.46,31.84,Clear,High,14,3,86.54,1,2.596424010217113,Over 50 min,13-20 years
TRIP-01850,TRK-100,DRV-010,2026-06-02,Mine_C,Power_Plant_B,39.69,18.18,12.72,50.05,36.54,27.22,Clear,Low,18,7,79.62,0,3.1202830188679243,30-40 min,13-20 years
TRIP-00776,TRK-013,DRV-132,2026-06-02,Mine_B,Railway_Yard_A,96.15,28.94,18.49,43.52,24.85,20.44,Clear,Medium,6,3,81.92,0,5.200108166576529,Under 30 min,4-7 years
TRIP-07027,TRK-017,DRV-038,2026-06-02,Mine_D,Railway_Yard_B,26.23,20.06,7.79,38.76,36.67,19.52,Rain,Medium,17,6,78.86,1,3.3671373555840822,30-40 min,13-20 years
TRIP-05532,TRK-039,DRV-111,2026-06-03,Mine_D,Power_Plant_A,28.15,29.51,12.67,57.4,38.98,26.76,Clear,Medium,20,2,80.17,0,2.2217837411207575,30-40 min,13-20 years
TRIP-09641,TRK-083,DRV-173,2026-06-03,Mine_A,Railway_Yard_A,94.08,35.21,21.04,41.8,26.45,24.04,Cloudy,Medium,4,2,90.6,1,4.47148288973384,Under 30 min,4-7 years
TRIP-05676,TRK-013,DRV-046,2026-06-03,Mine_C,Railway_Yard_B,72.92,16.56,15.2,52.74,36.69,19.18,Clear,Medium,4,1,84.63,1,4.7973684210526315,30-40 min,4-7 years
TRIP-03507,TRK-048,DRV-101,2026-06-03,Mine_C,Railway_Yard_B,102.55,30.99,25.53,37.14,29.95,23.15,Rain,Medium,9,1,85.21,1,4.0168429298864075,Under 30 min,8-12 years
TRIP-06384,TRK-080,DRV-161,2026-06-03,Mine_D,Power_Plant_B,104.05,33.21,27.74,41.93,37.09,23.14,Cloudy,High,6,1,87.76,0,3.750901225666907,30-40 min,4-7 years
TRIP-01167,TRK-042,DRV-090,2026-06-03,Mine_A,Power_Plant_A,116.32,39.09,28.45,42.15,30.4,17.13,Clear,Medium,3,1,80.86,1,4.088576449912126,30-40 min,1-3 years
TRIP-06238,TRK-055,DRV-097,2026-06-03,Mine_B,Power_Plant_A,67.91,22.42,19.62,28.89,32.95,27.26,Rain,Medium,1,2,78.04,0,3.4612640163098876,30-40 min,1-3 years
TRIP-07841,TRK-069,DRV-040,2026-06-03,Mine_A,Power_Plant_A,68.57,26.19,19.29,44.43,46.44,27.88,Clear,Medium,14,2,87.0,1,3.55469155002592,40-50 min,13-20 years
TRIP-09956,TRK-073,DRV-042,2026-06-03,Mine_C,Power_Plant_B,105.18,34.73,24.58,48.36,18.87,26.46,Clear,Medium,5,3,81.53,1,4.279088689991864,Under 30 min,4-7 years
TRIP-07632,TRK-058,DRV-039,2026-06-03,Mine_B,Railway_Yard_A,125.6,38.92,29.23,50.82,43.09,29.98,Clear,Low,8,4,91.51,0,4.296955183031132,40-50 min,8-12 years
TRIP-04332,TRK-015,DRV-040,2026-06-03,Mine_B,Power_Plant_A,30.3,21.61,9.32,53.65,42.58,18.2,Clear,Low,1,4,87.3,0,3.2510729613733904,40-50 min,1-3 years
TRIP-04853,TRK-054,DRV-040,2026-06-03,Mine_A,Railway_Yard_A,77.64,36.81,21.2,42.41,41.37,39.58,Clear,High,2,0,85.15,1,3.6622641509433964,40-50 min,1-3 years
TRIP-06334,TRK-075,DRV-167,2026-06-03,Mine_A,Railway_Yard_A,37.77,21.02,11.87,45.11,43.92,21.59,Clear,High,19,1,71.33,1,3.1819713563605734,40-50 min,13-20 years
TRIP-01350,TRK-029,DRV-167,2026-06-03,Mine_A,Power_Plant_A,119.35,15.45,22.08,61.02,37.76,29.36,Clear,Low,4,2,79.21,0,5.405344202898551,30-40 min,4-7 years
TRIP-07393,TRK-059,DRV-144,2026-06-03,Mine_A,Railway_Yard_B,146.05,30.87,32.22,46.46,33.76,33.23,Clear,High,5,2,66.81,0,4.5328988206083185,30-40 min,4-7 years
TRIP-01335,TRK-040,DRV-118,2026-06-03,Mine_B,Power_Plant_B,75.51,37.9,22.07,36.16,36.19,27.57,Rain,Low,10,2,93.54,0,3.4213864975079296,30-40 min,8-12 years
TRIP-04781,TRK-055,DRV-176,2026-06-03,Mine_B,Railway_Yard_B,121.56,39.27,30.75,63.78,60.0,22.92,Clear,Low,10,5,80.11,1,3.953170731707317,Over 50 min,8-12 years
TRIP-02167,TRK-065,DRV-029,2026-06-03,Mine_A,Railway_Yard_A,43.2,21.9,12.86,44.06,42.44,26.04,Clear,Medium,15,1,73.77,0,3.3592534992223952,40-50 min,13-20 years
TRIP-01637,TRK-046,DRV-023,2026-06-03,Mine_D,Power_Plant_A,105.14,21.23,23.39,50.89,44.77,26.56,Clear,Medium,15,2,82.18,0,4.495083368961095,40-50 min,13-20 years
TRIP-04990,TRK-046,DRV-085,2026-06-03,Mine_D,Railway_Yard_A,48.53,30.15,14.63,47.46,31.73,22.44,Cloudy,Low,1,3,90.79,0,3.3171565276828434,30-40 min,1-3 years
TRIP-05180,TRK-098,DRV-051,2026-06-03,Mine_B,Power_Plant_A,120.51,15.39,21.77,37.23,38.94,24.29,Rain,Medium,1,3,85.17,0,5.535599448782729,30-40 min,1-3 years
TRIP-00602,TRK-096,DRV-167,2026-06-03,Mine_D,Railway_Yard_A,119.95,20.3,27.1,33.44,35.41,17.9,Rain,Medium,10,1,78.3,1,4.42619926199262,30-40 min,8-12 years
TRIP-02954,TRK-001,DRV-097,2026-06-03,Mine_C,Railway_Yard_A,139.98,34.4,28.4,52.73,37.3,27.96,Clear,Low,15,4,83.27,0,4.928873239436619,30-40 min,13-20 years
TRIP-05763,TRK-017,DRV-165,2026-06-03,Mine_D,Railway_Yard_B,72.2,39.18,20.8,50.77,37.13,25.19,Clear,Medium,14,0,87.51,0,3.4711538461538463,30-40 min,13-20 years
TRIP-04596,TRK-017,DRV-115,2026-06-03,Mine_B,Power_Plant_A,147.46,30.12,29.19,43.68,36.28,30.08,Cloudy,Low,2,1,83.32,0,5.0517300445358,30-40 min,1-3 years
TRIP-07059,TRK-089,DRV-005,2026-06-03,Mine_C,Power_Plant_B,111.77,32.53,28.03,24.12,29.29,18.47,Heavy_Rain,High,19,3,93.82,1,3.9875133785230106,Under 30 min,13-20 years
TRIP-08046,TRK-016,DRV-070,2026-06-04,Mine_A,Power_Plant_B,27.1,21.85,12.28,30.77,37.5,21.67,Heavy_Rain,Medium,12,4,85.06,1,2.206840390879479,30-40 min,8-12 years
TRIP-05500,TRK-094,DRV-032,2026-06-04,Mine_D,Power_Plant_A,39.76,20.95,8.64,44.91,33.0,31.65,Rain,Low,9,2,91.75,0,4.601851851851851,30-40 min,8-12 years
TRIP-03767,TRK-008,DRV-169,2026-06-04,Mine_B,Railway_Yard_A,137.73,19.78,27.48,33.68,25.03,19.54,Clear,High,9,1,90.52,1,5.012008733624453,Under 30 min,8-12 years
TRIP-03352,TRK-086,DRV-030,2026-06-04,Mine_B,Power_Plant_A,86.76,30.91,19.88,47.16,37.34,16.44,Cloudy,Medium,19,6,70.69,0,4.364185110663985,30-40 min,13-20 years
TRIP-09063,TRK-097,DRV-063,2026-06-04,Mine_D,Railway_Yard_B,139.9,29.99,26.68,58.63,47.8,32.27,Clear,Low,18,3,77.83,0,5.243628185907046,40-50 min,13-20 years
TRIP-08567,TRK-099,DRV-062,2026-06-04,Mine_B,Power_Plant_A,116.44,27.13,28.34,53.84,42.95,28.4,Cloudy,Medium,5,2,74.81,0,4.108680310515173,40-50 min,4-7 years
TRIP-07797,TRK-081,DRV-136,2026-06-04,Mine_D,Railway_Yard_A,99.1,33.49,17.77,66.31,28.86,27.3,Clear,Low,14,3,81.38,0,5.576814856499719,Under 30 min,13-20 years
TRIP-03843,TRK-099,DRV-145,2026-06-04,Mine_A,Power_Plant_A,25.54,35.53,14.99,32.78,47.1,27.38,Clear,High,18,3,100.0,1,1.7038025350233488,40-50 min,13-20 years
TRIP-00546,TRK-084,DRV-065,2026-06-04,Mine_A,Railway_Yard_B,33.56,15.37,9.78,49.02,33.29,25.29,Clear,Low,3,4,82.18,0,3.431492842535788,30-40 min,1-3 years
TRIP-04783,TRK-091,DRV-126,2026-06-04,Mine_B,Power_Plant_A,85.2,30.34,22.02,34.25,38.13,25.36,Rain,Medium,13,3,74.65,1,3.8692098092643055,30-40 min,13-20 years
TRIP-04888,TRK-050,DRV-048,2026-06-04,Mine_C,Power_Plant_B,33.39,20.31,9.77,40.56,33.63,25.72,Rain,Medium,10,3,74.89,0,3.4176049129989767,30-40 min,8-12 years
TRIP-07442,TRK-076,DRV-105,2026-06-04,Mine_C,Railway_Yard_B,121.24,36.2,26.31,46.16,41.9,32.12,Rain,Low,15,3,93.01,0,4.608133789433675,40-50 min,13-20 years
TRIP-06319,TRK-046,DRV-114,2026-06-04,Mine_D,Railway_Yard_B,73.0,34.45,21.54,56.19,37.89,28.48,Clear,Medium,14,3,80.26,1,3.3890436397400188,30-40 min,13-20 years
TRIP-00102,TRK-089,DRV-177,2026-06-04,Mine_D,Power_Plant_B,144.22,15.81,24.2,40.5,43.81,26.55,Clear,High,1,2,89.49,0,5.959504132231405,40-50 min,1-3 years
TRIP-09843,TRK-046,DRV-081,2026-06-04,Mine_C,Railway_Yard_A,80.68,20.94,19.11,38.38,35.07,19.04,Cloudy,Medium,15,4,96.85,0,4.2218733647305084,30-40 min,13-20 years
TRIP-01725,TRK-068,DRV-188,2026-06-04,Mine_A,Railway_Yard_A,133.35,23.43,27.08,47.12,15.0,23.7,Clear,Medium,8,3,80.43,1,4.924298375184638,Under 30 min,8-12 years
TRIP-09165,TRK-087,DRV-068,2026-06-04,Mine_C,Railway_Yard_A,105.45,28.46,25.64,52.19,36.04,21.68,Clear,Low,16,7,67.83,0,4.112714508580344,30-40 min,13-20 years
TRIP-02115,TRK-060,DRV-024,2026-06-04,Mine_A,Power_Plant_A,117.51,36.51,23.55,41.22,32.25,20.94,Clear,High,6,1,85.61,0,4.989808917197452,30-40 min,4-7 years
TRIP-05885,TRK-038,DRV-178,2026-06-04,Mine_D,Railway_Yard_B,29.66,26.83,17.16,22.93,36.18,14.32,Heavy_Rain,High,17,2,83.11,1,1.7284382284382285,30-40 min,13-20 years
TRIP-07513,TRK-065,DRV-198,2026-06-04,Mine_B,Railway_Yard_B,31.21,29.94,16.73,24.38,34.69,22.98,Heavy_Rain,Medium,12,6,79.75,0,1.8655110579796772,30-40 min,8-12 years
TRIP-09909,TRK-030,DRV-081,2026-06-05,Mine_B,Power_Plant_A,69.72,18.05,20.65,29.34,36.41,21.95,Cloudy,High,1,2,89.7,0,3.376271186440678,30-40 min,1-3 years
TRIP-01353,TRK-032,DRV-065,2026-06-05,Mine_D,Railway_Yard_B,139.33,32.5,28.58,69.0,35.6,31.79,Clear,Low,13,0,63.08,0,4.8750874737578735,30-40 min,13-20 years
TRIP-05287,TRK-022,DRV-134,2026-06-05,Mine_C,Railway_Yard_A,109.57,28.97,27.93,27.45,21.89,28.64,Heavy_Rain,Medium,10,3,75.73,1,3.9230218403150734,Under 30 min,8-12 years
TRIP-03361,TRK-062,DRV-140,2026-06-05,Mine_A,Power_Plant_B,55.63,29.12,13.03,50.26,17.68,21.77,Clear,Low,2,2,82.9,0,4.269378357636224,Under 30 min,1-3 years
TRIP-02943,TRK-063,DRV-199,2026-06-05,Mine_A,Power_Plant_A,101.33,16.57,21.48,55.02,36.07,23.47,Clear,Low,11,3,97.98,1,4.717411545623836,30-40 min,8-12 years
TRIP-07330,TRK-091,DRV-164,2026-06-05,Mine_D,Power_Plant_A,135.04,17.83,27.79,58.33,26.54,23.91,Clear,Low,9,2,86.63,0,4.859301907160849,Under 30 min,8-12 years
TRIP-01626,TRK-099,DRV-116,2026-06-05,Mine_D,Railway_Yard_A,113.05,29.01,23.37,37.37,44.42,18.73,Clear,High,16,6,78.17,0,4.837398373983739,40-50 min,13-20 years
TRIP-00098,TRK-082,DRV-108,2026-06-05,Mine_C,Railway_Yard_B,121.07,31.83,30.56,29.01,41.94,33.22,Rain,Medium,3,5,69.16,1,3.961714659685864,40-50 min,1-3 years
TRIP-01039,TRK-066,DRV-001,2026-06-05,Mine_A,Railway_Yard_A,142.82,23.57,25.86,47.97,41.14,40.0,Cloudy,Medium,14,1,84.4,0,5.522815158546017,40-50 min,13-20 years
TRIP-05098,TRK-043,DRV-172,2026-06-05,Mine_C,Power_Plant_A,142.43,32.38,30.22,55.14,44.6,22.32,Clear,Low,14,3,87.93,1,4.713103904698875,40-50 min,13-20 years
TRIP-00668,TRK-050,DRV-131,2026-06-05,Mine_A,Power_Plant_A,57.94,15.13,12.0,43.65,29.47,21.25,Clear,High,13,3,98.52,1,4.828333333333333,Under 30 min,13-20 years
TRIP-03119,TRK-085,DRV-159,2026-06-05,Mine_B,Railway_Yard_A,27.83,27.46,8.26,57.96,18.46,14.11,Clear,Medium,2,3,83.41,0,3.3692493946731235,Under 30 min,1-3 years
TRIP-07808,TRK-066,DRV-163,2026-06-05,Mine_D,Railway_Yard_A,45.42,15.2,13.02,46.56,47.14,24.47,Clear,High,14,2,80.35,0,3.4884792626728114,40-50 min,13-20 years
TRIP-04515,TRK-067,DRV-105,2026-06-05,Mine_C,Railway_Yard_A,37.59,23.63,8.52,41.34,19.7,29.1,Clear,High,17,8,82.96,0,4.411971830985916,Under 30 min,13-20 years
TRIP-00661,TRK-017,DRV-037,2026-06-05,Mine_D,Railway_Yard_A,69.61,26.12,14.72,60.15,35.0,33.06,Cloudy,Medium,2,3,80.04,0,4.728940217391304,30-40 min,1-3 years
TRIP-04328,TRK-050,DRV-162,2026-06-05,Mine_D,Power_Plant_B,95.99,30.81,20.35,39.08,44.79,26.92,Rain,Low,2,1,84.5,0,4.716953316953316,40-50 min,1-3 years
TRIP-05798,TRK-086,DRV-110,2026-06-05,Mine_A,Railway_Yard_B,46.68,34.14,15.42,51.21,35.34,22.11,Clear,Medium,15,3,71.49,0,3.027237354085603,30-40 min,13-20 years
TRIP-07125,TRK-094,DRV-130,2026-06-05,Mine_B,Railway_Yard_A,69.98,34.63,16.78,41.92,27.91,24.77,Clear,High,18,3,85.85,1,4.170441001191895,Under 30 min,13-20 years
TRIP-03943,TRK-030,DRV-095,2026-06-05,Mine_B,Railway_Yard_B,115.94,22.13,21.33,56.52,43.86,30.27,Cloudy,Medium,15,3,80.08,1,5.4355368026254105,40-50 min,13-20 years
TRIP-06065,TRK-031,DRV-139,2026-06-05,Mine_B,Power_Plant_B,63.47,34.02,17.86,55.38,31.3,24.04,Clear,Low,11,5,79.09,0,3.553751399776036,30-40 min,8-12 years
TRIP-00245,TRK-038,DRV-145,2026-06-05,Mine_B,Power_Plant_B,20.13,27.33,7.82,48.02,19.6,24.06,Rain,Low,13,2,77.46,1,2.574168797953964,Under 30 min,13-20 years
TRIP-03602,TRK-054,DRV-010,2026-06-05,Mine_D,Power_Plant_A,78.2,15.27,18.67,22.98,29.35,28.6,Heavy_Rain,Low,2,2,92.0,1,4.188537761114087,Under 30 min,1-3 years
TRIP-01162,TRK-006,DRV-022,2026-06-05,Mine_D,Railway_Yard_A,143.71,28.44,27.48,35.8,44.86,15.93,Rain,Low,8,5,69.16,1,5.22962154294032,40-50 min,8-12 years
TRIP-01332,TRK-093,DRV-156,2026-06-05,Mine_B,Power_Plant_A,32.02,36.51,13.32,38.78,27.65,17.91,Rain,Medium,7,1,95.42,1,2.4039039039039043,Under 30 min,4-7 years
TRIP-06387,TRK-090,DRV-019,2026-06-05,Mine_C,Power_Plant_B,119.91,36.45,30.51,51.18,39.12,25.81,Clear,Low,20,2,90.28,0,3.9301868239921336,30-40 min,13-20 years
TRIP-01161,TRK-070,DRV-016,2026-06-05,Mine_B,Railway_Yard_A,106.95,32.28,25.83,45.41,56.32,19.56,Rain,Low,17,3,78.9,1,4.140534262485482,Over 50 min,13-20 years
TRIP-03591,TRK-062,DRV-140,2026-06-05,Mine_B,Railway_Yard_A,62.92,16.01,11.13,53.73,29.19,19.51,Cloudy,Low,19,5,85.21,0,5.653189577717879,Under 30 min,13-20 years
TRIP-07092,TRK-088,DRV-177,2026-06-05,Mine_B,Power_Plant_A,77.73,35.22,20.71,33.49,40.3,31.41,Clear,High,3,4,73.05,0,3.7532592950265573,40-50 min,1-3 years
TRIP-08122,TRK-074,DRV-014,2026-06-05,Mine_C,Power_Plant_A,84.79,29.55,19.93,55.8,31.68,22.95,Clear,Low,2,3,75.13,0,4.254390366281988,30-40 min,1-3 years
TRIP-06053,TRK-004,DRV-009,2026-06-05,Mine_D,Power_Plant_A,48.01,23.48,12.83,43.57,39.36,30.47,Cloudy,Medium,7,2,69.06,0,3.742010911925175,30-40 min,4-7 years
TRIP-08660,TRK-082,DRV-012,2026-06-06,Mine_B,Power_Plant_A,126.89,19.34,25.58,41.72,38.84,29.06,Rain,Low,7,2,75.79,0,4.96051602814699,30-40 min,4-7 years
TRIP-07338,TRK-093,DRV-141,2026-06-06,Mine_B,Railway_Yard_B,30.55,18.3,7.32,51.18,32.62,21.3,Cloudy,Low,13,4,73.21,1,4.173497267759563,30-40 min,13-20 years
TRIP-09803,TRK-040,DRV-061,2026-06-06,Mine_B,Power_Plant_B,97.78,15.62,19.98,68.13,31.01,28.38,Clear,Medium,15,0,91.3,1,4.893893893893894,30-40 min,13-20 years
TRIP-02241,TRK-038,DRV-167,2026-06-06,Mine_D,Power_Plant_A,133.13,31.32,28.01,45.31,25.01,27.74,Clear,Medium,13,3,60.96,0,4.752945376651196,Under 30 min,13-20 years
TRIP-03105,TRK-057,DRV-098,2026-06-06,Mine_C,Railway_Yard_A,100.0,34.57,22.15,52.72,34.4,34.18,Rain,Medium,9,3,81.21,0,4.514672686230249,30-40 min,8-12 years
TRIP-00587,TRK-021,DRV-036,2026-06-06,Mine_B,Power_Plant_B,135.1,23.93,29.1,43.26,40.02,32.4,Cloudy,Low,3,0,75.18,1,4.642611683848797,40-50 min,1-3 years
TRIP-04468,TRK-087,DRV-159,2026-06-06,Mine_D,Power_Plant_B,32.49,28.82,10.08,47.17,38.43,24.5,Clear,High,20,1,88.64,0,3.223214285714286,30-40 min,13-20 years
TRIP-08503,TRK-070,DRV-061,2026-06-06,Mine_A,Power_Plant_A,53.0,29.21,15.36,47.19,25.22,25.07,Cloudy,Medium,3,1,76.97,1,3.4505208333333335,Under 30 min,1-3 years
TRIP-05783,TRK-049,DRV-142,2026-06-06,Mine_A,Power_Plant_A,84.77,23.2,17.63,53.24,31.55,23.88,Clear,High,9,2,79.27,0,4.8082813386273395,30-40 min,8-12 years
TRIP-03755,TRK-060,DRV-172,2026-06-06,Mine_B,Railway_Yard_B,59.19,31.83,23.7,32.22,31.59,31.18,Heavy_Rain,Low,20,4,80.61,0,2.4974683544303797,30-40 min,13-20 years
TRIP-08777,TRK-095,DRV-192,2026-06-06,Mine_D,Railway_Yard_B,67.7,32.53,19.47,61.63,36.74,28.04,Clear,Low,8,0,82.71,0,3.477144324601952,30-40 min,8-12 years
TRIP-02448,TRK-019,DRV-194,2026-06-06,Mine_B,Power_Plant_A,37.73,17.85,10.01,47.75,41.25,19.91,Clear,Low,2,3,75.71,0,3.769230769230769,40-50 min,1-3 years
TRIP-06246,TRK-022,DRV-047,2026-06-06,Mine_A,Railway_Yard_B,140.92,35.19,32.27,46.74,30.73,17.37,Cloudy,Low,4,5,76.71,0,4.366904245429191,30-40 min,4-7 years
TRIP-04838,TRK-036,DRV-045,2026-06-06,Mine_B,Railway_Yard_A,46.53,26.54,14.7,41.23,29.14,25.9,Rain,Low,13,6,95.42,1,3.16530612244898,Under 30 min,13-20 years
TRIP-09188,TRK-012,DRV-129,2026-06-06,Mine_B,Power_Plant_B,70.52,27.26,14.26,42.2,28.07,21.96,Heavy_Rain,Low,17,2,95.1,0,4.945301542776998,Under 30 min,13-20 years
