Trip_ID,Truck_ID,Driver_ID,Date,Mine,Destination,Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Delay
TRIP-06177,TRK-059,DRV-025,2026-08-15,Mine_C,Railway_Yard_A,149.29,19.29,29.23,56.88,37.04,24.12,Clear,Medium,20,3,80.99,0
TRIP-04051,TRK-063,DRV-017,2026-08-15,Mine_A,Railway_Yard_A,71.16,35.24,16.49,51.86,52.88,29.71,Cloudy,Medium,20,0,80.68,0
TRIP-06218,TRK-023,DRV-166,2026-08-15,Mine_D,Power_Plant_B,147.8,25.57,29.89,56.57,34.4,28.05,Clear,Low,3,4,91.19,0
TRIP-09177,TRK-060,DRV-014,2026-08-15,Mine_A,Railway_Yard_B,128.65,17.72,22.1,52.44,26.0,17.79,Clear,Medium,11,4,94.98,1
TRIP-09762,TRK-007,DRV-131,2026-08-15,Mine_D,Railway_Yard_A,21.89,18.07,10.4,36.81,23.75,27.25,Clear,High,2,3,81.88,0
TRIP-03270,TRK-011,DRV-116,2026-08-15,Mine_A,Power_Plant_B,134.84,27.83,27.98,49.38,40.02,27.55,Clear,Medium,2,3,78.92,0
TRIP-04272,TRK-098,DRV-011,2026-08-15,Mine_C,Power_Plant_A,28.26,15.74,10.01,34.79,31.19,34.22,Rain,Medium,14,4,70.64,0
TRIP-06576,TRK-020,DRV-134,2026-08-15,Mine_C,Railway_Yard_A,102.43,25.07,21.31,44.63,55.22,29.42,Clear,Low,9,6,82.74,0
TRIP-01669,TRK-088,DRV-038,2026-08-15,Mine_C,Power_Plant_A,59.4,17.09,19.52,20.0,38.65,16.2,Heavy_Rain,High,17,8,86.3,1
TRIP-09796,TRK-082,DRV-073,2026-08-15,Mine_B,Railway_Yard_A,25.22,39.56,18.45,34.66,27.29,20.0,Clear,High,7,0,85.89,0
TRIP-04822,TRK-022,DRV-004,2026-08-15,Mine_B,Railway_Yard_A,62.08,38.37,16.92,56.58,37.85,22.34,Cloudy,Low,18,1,82.85,1
TRIP-02143,TRK-094,DRV-070,2026-08-15,Mine_B,Power_Plant_A,78.93,26.26,16.41,41.42,45.96,30.76,Rain,Medium,11,3,71.36,0
TRIP-02715,TRK-040,DRV-137,2026-08-15,Mine_D,Railway_Yard_A,99.33,24.57,19.73,45.94,39.91,24.97,Cloudy,Medium,14,4,74.56,0
TRIP-05391,TRK-014,DRV-100,2026-08-15,Mine_B,Railway_Yard_A,116.16,29.94,22.92,42.79,34.53,25.62,Cloudy,Medium,11,6,96.5,0
TRIP-05588,TRK-039,DRV-155,2026-08-15,Mine_B,Railway_Yard_A,126.19,26.81,27.83,39.55,25.29,26.3,Heavy_Rain,Medium,14,2,82.1,1
TRIP-05859,TRK-026,DRV-169,2026-08-15,Mine_B,Railway_Yard_A,33.95,17.06,7.27,43.07,31.42,19.58,Cloudy,Low,14,6,74.91,1
TRIP-04389,TRK-017,DRV-062,2026-08-16,Mine_A,Railway_Yard_B,99.07,39.71,29.23,26.62,26.09,23.66,Rain,Medium,14,2,81.9,0
TRIP-03604,TRK-088,DRV-102,2026-08-16,Mine_C,Railway_Yard_B,62.98,35.21,17.84,58.46,29.41,28.78,Clear,Medium,10,3,86.99,1
TRIP-08930,TRK-076,DRV-046,2026-08-16,Mine_C,Railway_Yard_B,90.17,31.14,18.65,38.53,27.23,21.37,Clear,High,2,5,93.34,0
TRIP-08674,TRK-069,DRV-175,2026-08-16,Mine_D,Railway_Yard_A,37.68,30.53,18.13,31.34,38.91,27.3,Rain,High,2,0,72.39,1
TRIP-04106,TRK-051,DRV-057,2026-08-16,Mine_C,Railway_Yard_B,147.97,22.68,28.31,30.18,38.67,25.65,Cloudy,High,10,4,86.7,0
TRIP-09655,TRK-009,DRV-093,2026-08-16,Mine_D,Railway_Yard_B,71.99,33.62,20.62,31.13,32.18,22.04,Cloudy,High,1,1,80.43,0
TRIP-06002,TRK-047,DRV-173,2026-08-16,Mine_A,Railway_Yard_B,95.27,35.72,23.69,56.07,38.6,33.85,Clear,Low,4,3,82.28,0
TRIP-00438,TRK-086,DRV-055,2026-08-16,Mine_B,Railway_Yard_A,140.74,30.47,30.26,33.64,40.27,16.83,Cloudy,High,16,3,80.64,1
TRIP-04634,TRK-055,DRV-104,2026-08-16,Mine_C,Power_Plant_B,92.87,38.24,21.12,66.35,48.1,31.13,Clear,Low,12,4,93.9,0
TRIP-09248,TRK-010,DRV-099,2026-08-16,Mine_A,Power_Plant_B,85.98,22.14,17.89,42.78,22.15,19.77,Clear,Medium,3,1,100.0,1
TRIP-03958,TRK-037,DRV-087,2026-08-16,Mine_C,Railway_Yard_A,20.27,16.51,7.31,47.22,34.91,22.71,Clear,Medium,7,2,77.75,0
TRIP-01984,TRK-064,DRV-117,2026-08-16,Mine_D,Railway_Yard_A,109.81,32.49,25.84,41.19,29.74,18.43,Cloudy,Medium,6,2,68.47,0
TRIP-08353,TRK-066,DRV-191,2026-08-16,Mine_D,Railway_Yard_A,107.57,35.24,27.78,53.5,32.39,20.03,Cloudy,Low,6,1,77.03,1
TRIP-02267,TRK-008,DRV-175,2026-08-16,Mine_C,Power_Plant_B,33.89,35.77,14.21,43.62,28.65,28.93,Clear,Medium,7,5,74.88,1
TRIP-02751,TRK-085,DRV-104,2026-08-16,Mine_C,Power_Plant_B,30.37,16.94,7.52,42.59,39.87,20.23,Rain,Low,3,4,84.13,1
TRIP-05412,TRK-022,DRV-128,2026-08-16,Mine_B,Power_Plant_B,76.7,20.65,18.85,49.64,19.13,26.95,Clear,Low,13,2,84.6,0
TRIP-03226,TRK-059,DRV-097,2026-08-16,Mine_D,Railway_Yard_B,21.31,36.12,13.8,62.26,36.48,33.33,Cloudy,Low,5,2,84.11,0
TRIP-05756,TRK-012,DRV-016,2026-08-16,Mine_C,Power_Plant_A,111.22,35.82,30.39,28.78,31.87,27.43,Heavy_Rain,Low,17,4,73.46,0
TRIP-08202,TRK-049,DRV-138,2026-08-16,Mine_A,Power_Plant_B,139.82,15.91,24.16,49.92,24.72,33.28,Cloudy,Low,1,2,74.61,0
TRIP-00266,TRK-019,DRV-167,2026-08-16,Mine_C,Power_Plant_A,91.53,30.37,18.86,37.57,39.34,33.51,Clear,Medium,1,2,81.64,0
TRIP-06582,TRK-079,DRV-058,2026-08-16,Mine_D,Railway_Yard_B,73.86,31.04,19.13,52.05,39.72,26.47,Clear,High,3,0,74.41,0
TRIP-00688,TRK-061,DRV-053,2026-08-16,Mine_D,Railway_Yard_B,99.56,35.44,22.34,35.44,34.72,23.38,Clear,Low,2,6,78.55,1
TRIP-00502,TRK-026,DRV-146,2026-08-16,Mine_D,Railway_Yard_B,31.11,33.2,9.19,67.82,30.75,25.36,Clear,Low,16,7,78.44,0
TRIP-03333,TRK-026,DRV-177,2026-08-16,Mine_B,Railway_Yard_A,129.33,25.61,25.6,37.48,38.43,30.4,Cloudy,Medium,13,2,77.14,0
TRIP-06604,TRK-052,DRV-063,2026-08-16,Mine_B,Power_Plant_B,68.86,31.28,16.89,45.66,38.21,23.61,Clear,Medium,16,4,75.84,0
TRIP-09819,TRK-096,DRV-052,2026-08-16,Mine_D,Railway_Yard_B,65.42,36.72,21.71,26.91,38.96,24.53,Cloudy,High,8,3,71.18,0
TRIP-00813,TRK-069,DRV-086,2026-08-16,Mine_B,Power_Plant_B,79.4,36.71,30.3,33.8,38.15,21.1,Heavy_Rain,Medium,19,4,82.33,1
TRIP-04691,TRK-056,DRV-080,2026-08-16,Mine_A,Power_Plant_A,45.84,20.8,14.22,55.93,46.63,22.32,Cloudy,Medium,8,6,85.22,0
TRIP-09041,TRK-093,DRV-194,2026-08-16,Mine_A,Railway_Yard_B,116.7,19.7,21.55,38.58,33.54,24.78,Cloudy,High,16,2,90.53,0
TRIP-01115,TRK-001,DRV-172,2026-08-16,Mine_B,Railway_Yard_B,79.66,22.18,14.07,42.63,37.34,22.6,Rain,Low,20,3,88.7,0
TRIP-05587,TRK-063,DRV-177,2026-08-16,Mine_D,Power_Plant_A,32.12,21.46,6.9,64.34,26.28,33.2,Cloudy,Low,12,1,80.63,1
TRIP-04905,TRK-077,DRV-092,2026-08-16,Mine_D,Railway_Yard_A,58.58,23.86,14.69,47.0,27.38,33.09,Clear,Medium,12,3,82.69,0
TRIP-01122,TRK-072,DRV-053,2026-08-16,Mine_A,Railway_Yard_A,109.35,38.18,29.37,29.16,16.87,23.23,Heavy_Rain,Low,14,3,85.29,1
TRIP-04036,TRK-010,DRV-156,2026-08-17,Mine_C,Power_Plant_A,63.41,21.17,15.65,37.11,31.28,32.66,Heavy_Rain,Low,10,1,85.04,0
TRIP-04631,TRK-049,DRV-144,2026-08-17,Mine_B,Railway_Yard_A,101.13,30.12,26.66,20.56,46.38,21.64,Cloudy,High,20,3,90.36,1
TRIP-03158,TRK-088,DRV-038,2026-08-17,Mine_D,Power_Plant_A,136.05,25.71,25.68,47.07,26.58,26.09,Clear,Medium,5,3,69.8,1
TRIP-04484,TRK-051,DRV-115,2026-08-17,Mine_A,Power_Plant_B,87.98,27.94,16.87,49.26,34.71,27.09,Clear,Medium,17,3,83.32,0
TRIP-06303,TRK-031,DRV-028,2026-08-17,Mine_C,Power_Plant_A,23.61,37.34,11.26,47.61,56.08,16.41,Cloudy,Low,13,2,68.48,0
TRIP-03187,TRK-071,DRV-182,2026-08-17,Mine_A,Railway_Yard_A,32.48,32.93,9.27,49.22,33.84,16.89,Clear,Low,12,4,78.97,1
TRIP-02983,TRK-053,DRV-178,2026-08-17,Mine_B,Railway_Yard_A,39.69,22.89,12.76,21.19,47.7,31.07,Clear,High,12,1,83.54,0
TRIP-01062,TRK-019,DRV-175,2026-08-17,Mine_C,Railway_Yard_B,35.21,29.67,15.43,48.94,35.97,19.76,Cloudy,Medium,2,2,67.63,0
TRIP-05312,TRK-048,DRV-148,2026-08-17,Mine_D,Power_Plant_A,117.52,27.07,23.29,49.02,40.89,24.5,Clear,Medium,20,5,95.81,0
TRIP-09630,TRK-039,DRV-105,2026-08-17,Mine_A,Power_Plant_B,81.41,18.86,15.91,68.24,39.69,20.86,Clear,Low,4,2,92.96,0
TRIP-01708,TRK-049,DRV-074,2026-08-17,Mine_D,Railway_Yard_B,86.55,27.68,17.06,41.2,24.04,31.89,Cloudy,Medium,13,3,83.59,0
TRIP-09539,TRK-070,DRV-147,2026-08-17,Mine_D,Railway_Yard_B,86.34,23.12,21.24,32.42,49.3,19.73,Cloudy,Medium,19,2,76.73,0
TRIP-05809,TRK-100,DRV-098,2026-08-17,Mine_C,Railway_Yard_A,119.2,37.47,23.18,53.05,26.92,24.58,Cloudy,Low,13,3,82.14,0
TRIP-08946,TRK-001,DRV-021,2026-08-17,Mine_A,Power_Plant_A,29.81,35.08,15.37,66.48,36.69,20.57,Clear,Low,4,3,81.33,0
TRIP-07310,TRK-061,DRV-022,2026-08-17,Mine_A,Power_Plant_B,121.27,25.88,28.48,30.03,36.61,23.45,Cloudy,High,11,4,78.8,1
TRIP-07507,TRK-061,DRV-108,2026-08-17,Mine_B,Railway_Yard_B,132.25,38.07,30.22,58.91,25.15,26.24,Clear,Medium,2,3,77.65,0
TRIP-01148,TRK-023,DRV-106,2026-08-17,Mine_D,Power_Plant_B,94.16,19.11,21.44,57.16,35.3,20.74,Clear,Low,17,3,84.58,0
TRIP-06263,TRK-022,DRV-163,2026-08-17,Mine_C,Power_Plant_A,115.18,35.13,25.46,58.71,47.08,33.03,Clear,Medium,14,1,84.08,0
TRIP-08937,TRK-002,DRV-082,2026-08-17,Mine_B,Railway_Yard_B,27.76,34.41,11.92,41.47,39.24,12.46,Cloudy,Medium,14,2,95.5,1
TRIP-02475,TRK-032,DRV-125,2026-08-17,Mine_B,Railway_Yard_B,69.64,33.52,18.45,45.46,31.67,16.7,Clear,Low,11,0,85.95,0
TRIP-02377,TRK-015,DRV-047,2026-08-17,Mine_B,Railway_Yard_A,26.53,24.94,8.53,48.17,37.58,29.95,Cloudy,Medium,15,4,76.89,0
TRIP-09194,TRK-026,DRV-065,2026-08-17,Mine_A,Power_Plant_A,92.74,28.05,20.06,50.09,39.03,26.6,Rain,Medium,3,5,94.17,0
TRIP-09064,TRK-092,DRV-120,2026-08-17,Mine_C,Railway_Yard_A,31.39,39.01,8.47,56.69,44.12,26.36,Clear,Low,7,5,69.28,0
TRIP-00718,TRK-044,DRV-070,2026-08-18,Mine_C,Power_Plant_A,98.69,32.62,23.76,40.5,49.06,27.53,Rain,Low,1,2,79.13,1
TRIP-08751,TRK-031,DRV-145,2026-08-18,Mine_D,Power_Plant_B,36.45,25.36,17.65,28.57,46.85,30.85,Clear,High,13,0,78.77,1
TRIP-06645,TRK-014,DRV-031,2026-08-18,Mine_A,Power_Plant_B,77.04,15.93,15.08,48.26,39.67,29.48,Clear,Medium,15,5,75.48,1
TRIP-00840,TRK-039,DRV-084,2026-08-18,Mine_D,Railway_Yard_A,22.43,39.1,10.94,50.05,51.6,23.53,Clear,Low,2,4,83.97,0
TRIP-07465,TRK-062,DRV-015,2026-08-18,Mine_A,Railway_Yard_A,67.13,38.75,19.34,39.72,53.22,25.96,Cloudy,Medium,2,2,84.81,0
TRIP-00883,TRK-005,DRV-194,2026-08-18,Mine_C,Power_Plant_A,39.45,28.81,11.35,35.0,38.91,30.23,Clear,Medium,10,2,100.0,0
TRIP-02044,TRK-072,DRV-109,2026-08-18,Mine_A,Railway_Yard_A,88.21,39.03,22.66,52.63,45.32,18.09,Clear,Medium,11,1,92.94,0
TRIP-08785,TRK-038,DRV-178,2026-08-18,Mine_A,Railway_Yard_A,125.62,35.83,32.13,32.53,41.6,27.38,Clear,High,4,5,81.24,1
TRIP-02112,TRK-004,DRV-028,2026-08-18,Mine_B,Power_Plant_B,138.19,30.64,33.93,33.26,31.9,28.77,Rain,Medium,4,4,95.64,0
TRIP-09759,TRK-011,DRV-180,2026-08-18,Mine_B,Railway_Yard_B,77.29,22.39,16.3,32.44,47.6,24.65,Rain,Low,20,2,85.05,1
TRIP-07654,TRK-040,DRV-104,2026-08-18,Mine_A,Railway_Yard_B,26.18,37.12,15.21,30.98,37.27,36.09,Heavy_Rain,Low,14,2,90.55,0
TRIP-05295,TRK-046,DRV-034,2026-08-18,Mine_D,Railway_Yard_A,77.89,29.83,19.28,46.41,29.34,30.37,Rain,Medium,14,3,84.36,1
TRIP-00181,TRK-006,DRV-103,2026-08-18,Mine_B,Power_Plant_B,56.71,28.17,13.44,42.13,37.02,23.24,Rain,Low,14,1,88.64,0
TRIP-07001,TRK-044,DRV-017,2026-08-18,Mine_C,Power_Plant_B,66.46,29.43,18.28,40.24,43.2,25.46,Clear,High,19,3,84.06,1
TRIP-06734,TRK-071,DRV-056,2026-08-18,Mine_D,Railway_Yard_A,33.6,26.51,12.19,49.76,40.9,26.2,Cloudy,Low,5,6,79.2,0
TRIP-05048,TRK-078,DRV-193,2026-08-18,Mine_D,Power_Plant_B,45.24,24.04,12.97,45.89,33.73,24.3,Clear,Medium,12,1,88.19,1
TRIP-04667,TRK-027,DRV-039,2026-08-18,Mine_B,Power_Plant_A,110.54,29.18,24.74,41.24,49.8,13.74,Clear,High,18,3,89.2,1
TRIP-08065,TRK-028,DRV-153,2026-08-18,Mine_D,Power_Plant_B,106.01,22.9,16.95,46.36,42.79,18.18,Cloudy,Low,10,2,74.04,0
TRIP-00268,TRK-096,DRV-014,2026-08-18,Mine_C,Railway_Yard_A,114.15,15.98,20.5,56.53,19.35,18.9,Cloudy,Medium,1,6,92.12,1
TRIP-05716,TRK-013,DRV-065,2026-08-18,Mine_B,Railway_Yard_A,73.81,21.55,15.3,49.11,19.57,26.78,Clear,Low,8,3,77.82,0
TRIP-08830,TRK-073,DRV-014,2026-08-18,Mine_C,Railway_Yard_B,115.81,30.57,23.62,48.44,30.19,21.86,Clear,Medium,17,6,84.61,0
TRIP-03801,TRK-068,DRV-053,2026-08-18,Mine_A,Railway_Yard_B,30.69,26.41,12.93,45.94,22.18,19.29,Rain,Low,12,0,87.39,0
TRIP-01914,TRK-059,DRV-112,2026-08-18,Mine_D,Power_Plant_A,28.6,17.64,5.91,66.52,39.36,25.7,Clear,Low,3,3,80.8,0
TRIP-03816,TRK-034,DRV-104,2026-08-18,Mine_A,Railway_Yard_B,98.93,33.93,23.4,48.0,39.07,11.58,Rain,Low,18,2,84.43,1
TRIP-01442,TRK-066,DRV-076,2026-08-18,Mine_D,Power_Plant_B,108.5,20.19,21.15,52.03,30.96,23.66,Cloudy,Low,16,4,84.22,1
TRIP-03681,TRK-028,DRV-028,2026-08-18,Mine_D,Power_Plant_B,42.58,28.56,12.81,61.12,42.01,23.99,Clear,Medium,17,4,75.1,0
TRIP-04564,TRK-058,DRV-107,2026-08-18,Mine_C,Railway_Yard_B,20.57,33.44,13.55,42.23,30.39,25.9,Cloudy,Low,6,0,75.31,0
TRIP-07060,TRK-016,DRV-041,2026-08-19,Mine_C,Railway_Yard_A,89.21,21.7,25.24,39.63,33.86,24.56,Cloudy,Medium,5,3,85.85,0
TRIP-05092,TRK-058,DRV-163,2026-08-19,Mine_D,Railway_Yard_B,27.46,25.27,8.63,49.03,38.46,22.33,Clear,High,15,6,93.36,1
TRIP-03353,TRK-003,DRV-088,2026-08-19,Mine_B,Power_Plant_A,80.69,33.72,22.47,30.64,48.28,20.18,Heavy_Rain,Low,12,2,100.0,0
TRIP-06155,TRK-098,DRV-177,2026-08-19,Mine_B,Power_Plant_A,115.87,26.42,28.87,38.69,22.36,27.93,Clear,Medium,12,2,76.63,0
TRIP-00390,TRK-025,DRV-166,2026-08-19,Mine_A,Railway_Yard_B,73.95,38.42,20.0,58.41,37.68,22.18,Clear,Low,18,6,80.03,0
TRIP-00999,TRK-100,DRV-137,2026-08-19,Mine_B,Railway_Yard_A,116.36,18.91,26.44,34.07,33.75,21.38,Cloudy,High,20,4,67.72,0
TRIP-08731,TRK-035,DRV-068,2026-08-19,Mine_B,Power_Plant_B,67.58,39.58,17.19,41.41,35.8,28.46,Cloudy,High,17,8,87.79,1
TRIP-08970,TRK-082,DRV-150,2026-08-19,Mine_A,Power_Plant_B,114.98,18.99,25.0,42.9,45.57,27.62,Rain,Low,1,2,86.57,1
TRIP-04700,TRK-012,DRV-091,2026-08-19,Mine_A,Railway_Yard_B,58.84,24.9,13.72,52.11,24.33,24.59,Cloudy,Low,2,7,80.67,0
TRIP-03164,TRK-026,DRV-035,2026-08-19,Mine_D,Power_Plant_A,50.76,26.27,12.93,44.16,27.7,24.32,Clear,Medium,8,3,80.45,0
TRIP-02055,TRK-006,DRV-104,2026-08-19,Mine_C,Railway_Yard_A,88.47,23.55,24.13,47.18,40.06,29.22,Rain,Low,17,3,91.41,0
TRIP-05475,TRK-056,DRV-048,2026-08-19,Mine_B,Power_Plant_A,148.56,23.79,29.76,65.84,39.6,32.32,Clear,Low,18,7,78.55,0
TRIP-00701,TRK-020,DRV-020,2026-08-19,Mine_A,Railway_Yard_A,148.8,15.6,28.17,46.05,43.28,19.27,Rain,Low,13,3,78.3,0
TRIP-01132,TRK-078,DRV-105,2026-08-19,Mine_D,Power_Plant_B,52.38,38.43,20.21,35.59,34.5,28.84,Cloudy,Medium,17,2,83.94,0
TRIP-03775,TRK-050,DRV-155,2026-08-19,Mine_B,Power_Plant_B,21.79,25.33,9.65,23.19,39.74,22.16,Clear,High,17,2,80.89,0
TRIP-05319,TRK-091,DRV-164,2026-08-19,Mine_B,Railway_Yard_A,46.11,22.3,11.7,66.06,27.94,20.27,Clear,Low,20,3,84.23,0
TRIP-09023,TRK-045,DRV-131,2026-08-19,Mine_C,Railway_Yard_A,85.92,27.94,20.09,45.09,45.03,14.05,Clear,Medium,11,1,79.07,0
TRIP-08772,TRK-016,DRV-004,2026-08-19,Mine_B,Power_Plant_A,27.33,35.84,14.62,38.94,32.76,28.44,Clear,High,4,2,67.25,1
TRIP-08611,TRK-031,DRV-009,2026-08-19,Mine_D,Power_Plant_B,95.23,31.6,19.88,60.23,40.53,22.45,Rain,Low,17,3,86.14,1
TRIP-02999,TRK-037,DRV-159,2026-08-19,Mine_D,Power_Plant_A,84.81,26.26,20.3,67.18,33.65,19.83,Clear,Medium,11,5,71.18,0
TRIP-09106,TRK-047,DRV-128,2026-08-19,Mine_A,Power_Plant_B,67.98,35.74,18.6,42.76,34.07,25.55,Clear,Low,15,4,81.35,0
TRIP-00518,TRK-090,DRV-192,2026-08-19,Mine_C,Power_Plant_B,98.02,20.66,23.17,39.91,37.84,12.49,Clear,High,7,4,84.67,0
TRIP-06918,TRK-020,DRV-025,2026-08-19,Mine_A,Power_Plant_B,83.21,28.95,22.64,37.6,28.33,15.76,Rain,Medium,12,1,73.42,0
TRIP-05425,TRK-093,DRV-142,2026-08-19,Mine_A,Power_Plant_B,65.66,24.68,16.04,36.23,35.83,27.31,Cloudy,Medium,1,3,88.4,0
TRIP-00365,TRK-049,DRV-141,2026-08-19,Mine_B,Railway_Yard_B,50.82,16.74,13.92,41.38,18.8,22.13,Cloudy,High,11,5,80.6,0
TRIP-07410,TRK-054,DRV-186,2026-08-19,Mine_B,Power_Plant_B,142.71,25.86,29.26,50.56,32.24,22.44,Rain,Low,15,2,88.42,0
TRIP-08281,TRK-017,DRV-162,2026-08-19,Mine_C,Power_Plant_A,72.2,19.97,16.11,58.24,27.19,19.72,Clear,Low,12,1,91.12,1
TRIP-05905,TRK-064,DRV-145,2026-08-19,Mine_D,Power_Plant_A,130.21,23.46,26.72,44.19,37.9,27.35,Cloudy,Low,3,1,78.82,1
TRIP-03927,TRK-093,DRV-078,2026-08-20,Mine_D,Power_Plant_B,34.55,23.09,10.57,50.13,39.93,23.16,Clear,Low,20,2,87.6,1
TRIP-07664,TRK-068,DRV-115,2026-08-20,Mine_A,Power_Plant_B,52.84,18.27,8.17,43.89,42.31,27.85,Clear,Medium,15,3,73.96,0
TRIP-06841,TRK-085,DRV-124,2026-08-20,Mine_C,Power_Plant_B,28.74,22.7,11.21,31.84,36.37,25.41,Cloudy,High,15,2,79.78,1
TRIP-05731,TRK-087,DRV-121,2026-08-20,Mine_D,Power_Plant_B,56.55,39.4,17.86,51.14,33.0,25.05,Rain,Low,3,4,85.69,0
TRIP-07482,TRK-087,DRV-183,2026-08-20,Mine_D,Railway_Yard_A,59.39,24.17,13.79,40.97,35.03,21.89,Clear,Medium,13,6,94.55,0
TRIP-04240,TRK-096,DRV-065,2026-08-20,Mine_A,Railway_Yard_B,55.68,36.58,18.7,55.57,38.37,39.25,Cloudy,Low,2,0,80.1,0
TRIP-02399,TRK-004,DRV-148,2026-08-20,Mine_C,Railway_Yard_A,127.1,29.95,28.87,58.73,24.82,23.38,Clear,Low,20,3,74.97,0
TRIP-02421,TRK-054,DRV-029,2026-08-20,Mine_B,Railway_Yard_A,141.66,25.92,27.66,50.07,39.05,28.71,Cloudy,Low,5,2,74.58,0
TRIP-04827,TRK-100,DRV-072,2026-08-20,Mine_D,Power_Plant_B,53.91,19.5,21.39,20.0,19.16,29.98,Heavy_Rain,Medium,2,3,64.99,1
TRIP-07527,TRK-046,DRV-174,2026-08-20,Mine_A,Power_Plant_A,77.49,23.39,19.69,35.04,34.26,25.52,Heavy_Rain,Low,13,3,75.84,1
TRIP-05228,TRK-059,DRV-026,2026-08-20,Mine_B,Railway_Yard_A,84.99,35.74,23.23,46.87,33.04,18.67,Clear,Medium,5,2,86.68,0
TRIP-08040,TRK-002,DRV-015,2026-08-20,Mine_B,Railway_Yard_A,28.45,17.04,9.02,47.03,15.0,24.99,Clear,High,20,4,76.43,0
TRIP-06274,TRK-009,DRV-072,2026-08-20,Mine_B,Power_Plant_A,29.69,17.46,9.5,49.23,33.84,24.02,Clear,Medium,14,1,70.8,0
TRIP-03731,TRK-023,DRV-019,2026-08-20,Mine_D,Railway_Yard_B,74.3,19.71,14.71,45.49,37.0,22.08,Clear,Medium,13,4,75.76,0
TRIP-03537,TRK-022,DRV-035,2026-08-20,Mine_B,Railway_Yard_A,36.4,25.73,10.79,45.27,44.06,27.45,Cloudy,Medium,11,2,74.7,1
TRIP-01465,TRK-076,DRV-094,2026-08-20,Mine_D,Railway_Yard_A,114.26,36.45,24.17,56.67,36.92,23.51,Clear,Medium,16,4,96.49,0
TRIP-09608,TRK-023,DRV-080,2026-08-20,Mine_C,Power_Plant_A,104.86,19.7,19.05,51.67,56.28,26.75,Clear,Low,11,5,87.61,1
TRIP-00764,TRK-041,DRV-112,2026-08-20,Mine_B,Railway_Yard_B,51.63,20.14,9.46,58.59,39.95,31.68,Clear,Low,12,4,64.72,0
TRIP-01010,TRK-064,DRV-164,2026-08-20,Mine_A,Railway_Yard_A,39.38,15.45,10.49,40.83,18.59,22.09,Clear,High,10,5,77.81,1
TRIP-05724,TRK-083,DRV-046,2026-08-20,Mine_C,Railway_Yard_B,43.17,21.38,14.59,42.17,26.07,21.48,Clear,Medium,13,5,93.5,0
TRIP-07176,TRK-062,DRV-164,2026-08-20,Mine_C,Power_Plant_A,147.15,19.08,27.79,47.27,38.8,33.95,Cloudy,Medium,15,1,73.65,1
TRIP-01655,TRK-014,DRV-132,2026-08-20,Mine_A,Railway_Yard_A,147.63,24.0,29.38,46.46,37.37,25.4,Clear,Low,10,1,82.06,0
TRIP-00404,TRK-090,DRV-043,2026-08-20,Mine_C,Railway_Yard_B,117.33,21.28,27.67,28.75,38.16,26.87,Heavy_Rain,High,4,3,74.26,1
TRIP-07313,TRK-013,DRV-015,2026-08-20,Mine_A,Power_Plant_A,124.83,38.29,32.45,22.04,31.34,32.4,Heavy_Rain,Medium,16,4,78.85,1
TRIP-07065,TRK-083,DRV-101,2026-08-20,Mine_A,Power_Plant_B,37.39,22.23,12.49,46.53,43.4,28.38,Clear,Low,6,4,79.06,0
TRIP-02618,TRK-088,DRV-098,2026-08-20,Mine_B,Railway_Yard_B,107.79,24.51,25.28,54.03,40.37,28.5,Clear,Medium,11,4,92.74,1
TRIP-00923,TRK-005,DRV-083,2026-08-20,Mine_C,Power_Plant_A,85.23,30.77,24.18,28.97,34.63,18.31,Cloudy,High,16,5,86.67,1
TRIP-02845,TRK-038,DRV-128,2026-08-20,Mine_C,Railway_Yard_A,66.65,31.93,15.14,37.81,33.15,20.73,Rain,Medium,16,2,78.98,0
TRIP-07675,TRK-055,DRV-135,2026-08-20,Mine_A,Railway_Yard_A,42.84,30.74,18.39,41.0,23.64,28.63,Clear,High,1,2,87.38,1
TRIP-02851,TRK-025,DRV-012,2026-08-20,Mine_B,Railway_Yard_B,35.45,36.92,13.97,49.83,23.27,27.89,Rain,Low,10,2,83.33,1
TRIP-02644,TRK-033,DRV-051,2026-08-20,Mine_C,Railway_Yard_A,125.32,21.92,28.45,52.6,35.54,29.5,Clear,Low,3,5,81.88,0
TRIP-08693,TRK-087,DRV-076,2026-08-20,Mine_D,Railway_Yard_B,56.09,20.84,18.01,36.96,42.71,25.14,Heavy_Rain,Low,11,4,79.24,0
TRIP-07558,TRK-079,DRV-050,2026-08-20,Mine_D,Railway_Yard_A,44.01,28.37,16.42,56.34,35.1,23.12,Clear,Medium,19,0,78.82,0
TRIP-05329,TRK-013,DRV-066,2026-08-20,Mine_A,Railway_Yard_A,134.35,26.24,28.49,51.71,30.38,23.18,Rain,Low,2,7,88.88,0
TRIP-00971,TRK-059,DRV-119,2026-08-20,Mine_B,Railway_Yard_B,57.87,37.93,18.76,56.97,30.0,22.93,Clear,Medium,1,3,97.36,0
TRIP-03994,TRK-066,DRV-084,2026-08-20,Mine_D,Railway_Yard_A,108.47,29.2,19.93,42.14,36.45,23.68,Cloudy,Medium,1,2,82.0,1
